time_sec,root_pos_x,root_pos_y,root_pos_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,base_lin_vel_x,base_lin_vel_y,base_lin_vel_z,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,FR_hip_joint,FR_thigh_joint,FR_calf_joint,FL_hip_joint,FL_thigh_joint,FL_calf_joint,RR_hip_joint,RR_thigh_joint,RR_calf_joint,RL_hip_joint,RL_thigh_joint,RL_calf_joint,FR_hip_joint_vel,FR_thigh_joint_vel,FR_calf_joint_vel,FL_hip_joint_vel,FL_thigh_joint_vel,FL_calf_joint_vel,RR_hip_joint_vel,RR_thigh_joint_vel,RR_calf_joint_vel,RL_hip_joint_vel,RL_thigh_joint_vel,RL_calf_joint_vel
0.002000,-4.211535,-2.112018,0.308352,0.993824,-0.054284,-0.022272,0.094191,0.537821,0.145020,0.013481,0.897435,0.418735,0.097277,-0.053585,-0.659888,-0.052368,-0.008369,1.104741,0.129565,0.013300,-0.943849,-0.173437,-0.038103,0.555424,-0.016519,0.270380,-5.662057,0.227526,-0.855663,0.716040,0.461560,0.827330,-0.489418,-1.067034,0.852322,1.539232,-0.108513
0.004000,-4.210483,-2.111720,0.308348,0.993894,-0.053152,-0.021623,0.094241,0.526321,0.148995,-0.001937,1.191285,0.537203,0.053227,-0.053545,-0.671136,-0.042417,-0.010603,1.106095,0.130341,0.015603,-0.944486,-0.175617,-0.035770,0.558056,-0.016226,0.020124,-5.624260,4.975337,-1.116780,0.676925,0.387657,1.151138,-0.318481,-1.089854,1.166386,1.315989,0.146549
0.006000,-4.209433,-2.111479,0.308366,0.993933,-0.052631,-0.021082,0.094248,0.525027,0.120616,0.008801,0.571083,0.489444,0.021003,-0.053072,-0.678905,-0.042899,-0.011560,1.107623,0.131030,0.016648,-0.944869,-0.178209,-0.034774,0.561132,-0.016556,0.236471,-3.884048,-0.240799,-0.478851,0.763924,0.344579,0.522685,-0.191379,-1.296308,0.497775,1.537728,-0.165201
0.008000,-4.208370,-2.111316,0.308407,0.993927,-0.052937,-0.020722,0.094223,0.531480,0.081725,0.020517,-0.271271,0.387925,0.000582,-0.051624,-0.683153,-0.055777,-0.010797,1.109441,0.131623,0.015697,-0.945641,-0.179737,-0.035748,0.565140,-0.018128,0.723988,-2.124036,-6.438933,0.381491,0.909189,0.296316,-0.475579,-0.386056,-0.764000,-0.486846,2.004273,-0.785991
0.010000,-4.207301,-2.111164,0.308426,0.993924,-0.053218,-0.020364,0.094170,0.534328,0.075692,0.009616,-0.247081,0.385075,-0.027419,-0.050087,-0.687257,-0.064788,-0.010034,1.111283,0.132275,0.014660,-0.946788,-0.180282,-0.036636,0.569440,-0.020012,0.768148,-2.052224,-4.505550,0.381729,0.920861,0.326065,-0.518211,-0.573563,-0.272196,-0.443752,2.149606,-0.941634
0.012000,-4.206234,-2.110966,0.308398,0.993963,-0.052809,-0.019884,0.094097,0.533434,0.099034,-0.013655,0.452688,0.443431,-0.059095,-0.049477,-0.693351,-0.061168,-0.010623,1.112890,0.133208,0.015186,-0.948030,-0.180749,-0.035907,0.573738,-0.021713,0.305127,-3.047221,1.809707,-0.294608,0.803516,0.466574,0.262952,-0.621299,-0.233572,0.364273,2.148962,-0.850929
0.014000,-4.205161,-2.110742,0.308355,0.994020,-0.052064,-0.019380,0.094015,0.536358,0.112074,-0.021768,0.789494,0.435890,-0.074935,-0.049604,-0.699861,-0.055609,-0.011872,1.114324,0.134484,0.016499,-0.949361,-0.181325,-0.034424,0.578108,-0.023263,-0.063460,-3.254933,2.779770,-0.624582,0.717157,0.637996,0.656522,-0.665163,-0.288164,0.741327,2.185432,-0.774583
0.016000,-4.204072,-2.110540,0.308335,0.994059,-0.051630,-0.018965,0.093922,0.544936,0.101208,-0.010109,0.470183,0.376923,-0.082778,-0.049595,-0.704870,-0.059538,-0.012488,1.115788,0.135942,0.017079,-0.949851,-0.185841,-0.033626,0.582763,-0.024965,0.004265,-2.504215,-1.964827,-0.307710,0.731531,0.728974,0.289792,-0.245164,-2.257831,0.399078,2.327241,-0.851370
0.018000,-4.202959,-2.110356,0.308314,0.994087,-0.051352,-0.018650,0.093836,0.556217,0.091797,-0.010111,0.306062,0.292657,-0.076948,-0.049396,-0.709373,-0.069106,-0.012762,1.117310,0.137595,0.017195,-0.951016,-0.188912,-0.033264,0.587804,-0.026930,0.099574,-2.251709,-4.783958,-0.137200,0.761020,0.826384,0.058226,-0.582300,-1.535784,0.181123,2.520622,-0.982163
0.020000,-4.201826,-2.110188,0.308266,0.994118,-0.051023,-0.018341,0.093753,0.566662,0.084210,-0.024159,0.355453,0.280693,-0.075624,-0.048639,-0.715389,-0.073629,-0.013080,1.118921,0.139220,0.017075,-0.953139,-0.189425,-0.032890,0.592963,-0.028886,0.378729,-3.007889,-2.261137,-0.159088,0.805945,0.812551,-0.060309,-1.061821,-0.256117,0.187084,2.579222,-0.978325
