time_sec,root_pos_x,root_pos_y,root_pos_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,base_lin_vel_x,base_lin_vel_y,base_lin_vel_z,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,FR_hip_joint,FR_thigh_joint,FR_calf_joint,FL_hip_joint,FL_thigh_joint,FL_calf_joint,RR_hip_joint,RR_thigh_joint,RR_calf_joint,RL_hip_joint,RL_thigh_joint,RL_calf_joint,FR_hip_joint_vel,FR_thigh_joint_vel,FR_calf_joint_vel,FL_hip_joint_vel,FL_thigh_joint_vel,FL_calf_joint_vel,RR_hip_joint_vel,RR_thigh_joint_vel,RR_calf_joint_vel,RL_hip_joint_vel,RL_thigh_joint_vel,RL_calf_joint_vel
0.002000,-1.048765,-0.831930,0.307909,0.961690,-0.003336,-0.035855,0.271765,-0.420604,-0.194468,0.044718,0.525166,0.945353,0.440616,-0.072833,-0.881538,-0.000362,0.065551,0.578048,0.254731,0.005531,-0.591072,-0.029352,-0.054986,0.883001,-0.050389,0.990223,2.368006,12.534266,-0.586814,-1.458792,-1.356109,-0.395216,1.080506,0.668018,0.198390,-4.186679,2.538339
0.004000,-1.049588,-0.832334,0.308088,0.961574,-0.003371,-0.034975,0.272289,-0.411653,-0.201871,0.089613,0.223470,0.849397,0.539536,-0.071552,-0.872063,0.000455,0.064700,0.574787,0.252870,0.003953,-0.590043,-0.027232,-0.055390,0.874632,-0.045120,0.640701,4.737319,0.408350,-0.425366,-1.630442,-0.930161,-0.789143,0.514564,1.060042,-0.201965,-4.184386,2.634220
0.006000,-1.050396,-0.832729,0.308359,0.961432,-0.003550,-0.034215,0.272884,-0.403657,-0.197505,0.135216,0.055888,0.772557,0.619907,-0.071295,-0.858689,-0.022175,0.063930,0.571189,0.251900,0.002214,-0.589609,-0.034166,-0.056233,0.866258,-0.039577,0.128330,6.686904,-11.315289,-0.384992,-1.798793,-0.485250,-0.869510,0.217170,-3.466937,-0.421330,-4.186759,2.771728
0.008000,-1.051205,-0.833060,0.308625,0.961275,-0.002938,-0.033280,0.273557,-0.404873,-0.165452,0.133437,0.865588,0.724299,0.671665,-0.072089,-0.846831,-0.044761,0.061430,0.567234,0.251907,0.002346,-0.591198,-0.036973,-0.055524,0.857788,-0.033576,-0.397002,5.929140,-11.292782,-1.250366,-1.977846,0.003370,0.065879,-0.794530,-1.403761,0.354619,-4.235175,3.000705
0.010000,-1.052001,-0.833350,0.308818,0.961127,-0.001498,-0.032026,0.274237,-0.398062,-0.145038,0.096222,1.749644,0.804262,0.650015,-0.071722,-0.841502,-0.042261,0.057428,0.563353,0.251871,0.004413,-0.594386,-0.036059,-0.053071,0.849104,-0.027156,0.183466,2.664573,1.249862,-2.000867,-1.940052,-0.017586,1.033432,-1.594184,0.457038,1.226321,-4.342075,3.210019
0.012000,-1.052736,-0.833676,0.308967,0.960989,-0.000303,-0.030844,0.274861,-0.367149,-0.163187,0.074568,1.492662,0.803001,0.601158,-0.068917,-0.839307,-0.029763,0.054524,0.560203,0.250930,0.006021,-0.597912,-0.033654,-0.051176,0.840979,-0.021313,1.402733,1.097248,6.249149,-1.451721,-1.575483,-0.470548,0.804320,-1.763121,1.202786,0.947816,-4.062366,2.921412
0.014000,-1.053386,-0.834086,0.309133,0.960858,-0.000240,-0.030124,0.275400,-0.325197,-0.204903,0.083183,0.275061,0.670461,0.552534,-0.064162,-0.834459,-0.033915,0.054621,0.558032,0.249026,0.005358,-0.600381,-0.032308,-0.051734,0.834130,-0.016894,2.377165,2.424218,-2.076157,0.048343,-1.085076,-0.951966,-0.331683,-1.234616,0.672741,-0.279026,-3.424829,2.209211
0.016000,-1.054003,-0.834525,0.309319,0.960737,-0.000631,-0.029622,0.275873,-0.308467,-0.219587,0.092977,-0.223585,0.586390,0.498803,-0.059728,-0.826920,-0.052902,0.056868,0.555333,0.257700,0.003873,-0.601386,-0.032329,-0.053203,0.828008,-0.013196,2.216867,3.769466,-9.493175,1.123235,-1.349615,4.336768,-0.742625,-0.502531,-0.010259,-0.734771,-3.060941,1.849027
0.018000,-1.054654,-0.834907,0.309438,0.960637,-0.000454,-0.028768,0.276313,-0.325504,-0.190752,0.059336,0.418052,0.768264,0.446483,-0.057258,-0.820837,-0.063827,0.057786,0.554582,0.261345,0.003959,-0.600923,-0.033063,-0.053171,0.821389,-0.009019,1.235190,3.041480,-5.462608,0.459200,-0.375551,1.822716,0.043327,0.231543,-0.367212,0.016324,-3.309198,2.088604
0.020000,-1.055354,-0.835209,0.309464,0.960553,0.000568,-0.027424,0.276739,-0.349957,-0.151100,0.012773,1.365402,1.006116,0.403587,-0.057053,-0.817564,-0.059384,0.056540,0.556120,0.257413,0.006209,-0.599276,-0.034074,-0.051027,0.813989,-0.004076,0.102730,1.636532,2.221639,-0.622875,0.769118,-1.966025,1.124727,0.823735,-0.505209,1.071610,-3.700255,2.471399
0.022000,-1.056069,-0.835472,0.309451,0.960475,0.001868,-0.025946,0.277150,-0.357379,-0.131830,-0.006093,1.669353,1.058471,0.379200,-0.058507,-0.814025,-0.055055,0.054674,0.558242,0.251804,0.009641,-0.596796,-0.041758,-0.048156,0.806567,0.000900,-0.727039,1.769301,2.164140,-0.933332,1.060839,-2.804727,1.716151,1.239786,-3.842051,1.435554,-3.710887,2.488117
0.024000,-1.056743,-0.835752,0.309439,0.960377,0.002869,-0.024752,0.277589,-0.336902,-0.139578,-0.006228,1.303623,0.867655,0.421263,-0.060407,-0.808057,-0.063477,0.053409,0.559778,0.246849,0.011513,-0.596249,-0.045303,-0.046311,0.800222,0.004794,-0.949919,2.984163,-4.211111,-0.632441,0.767901,-2.477643,0.936193,0.273560,-1.772624,0.922741,-3.172679,1.946938
0.026000,-1.057347,-0.836086,0.309431,0.960264,0.003348,-0.023947,0.278045,-0.302339,-0.167216,-0.003771,0.695220,0.638314,0.454870,-0.060877,-0.801223,-0.077594,0.053085,0.560526,0.243175,0.010870,-0.598186,-0.042819,-0.046243,0.795261,0.007233,-0.235056,3.416803,-7.058340,-0.161676,0.373990,-1.836848,-0.321592,-0.968322,1.241756,0.034050,-2.480371,1.219606
0.028000,-1.057926,-0.836455,0.309419,0.960156,0.003815,-0.023227,0.278473,-0.289363,-0.184745,-0.006387,0.659186,0.560322,0.427530,-0.059980,-0.796239,-0.082544,0.052779,0.560275,0.240862,0.009765,-0.600685,-0.038728,-0.046272,0.790622,0.009466,0.448535,2.491891,-2.474807,-0.153198,-0.125579,-1.156424,-0.552638,-1.249349,2.045693,-0.014538,-2.319236,1.116548
0.030000,-1.058509,-0.836861,0.309409,0.960063,0.004448,-0.022460,0.278847,-0.291704,-0.202666,-0.004716,0.830762,0.559863,0.366954,-0.058405,-0.792878,-0.078245,0.054153,0.555450,0.261002,0.009310,-0.601920,-0.035709,-0.045880,0.785793,0.012024,0.787459,1.680489,2.149480,0.687182,-2.412091,10.070049,-0.227504,-0.617781,1.509417,0.196058,-2.414529,1.278832
0.032000,-1.059087,-0.837299,0.309366,0.959981,0.004578,-0.021672,0.279189,-0.288852,-0.218862,-0.021491,0.352323,0.719379,0.345170,-0.056570,-0.788388,-0.077578,0.056170,0.552971,0.269517,0.008218,-0.601379,-0.034578,-0.046319,0.780618,0.014662,0.917274,2.245442,0.333458,1.008381,-1.239630,4.257448,-0.546149,0.270787,0.565513,-0.219898,-2.587786,1.319086
0.034000,-1.059678,-0.837722,0.309280,0.959901,0.004424,-0.020771,0.279534,-0.295570,-0.211910,-0.042929,0.111566,0.908230,0.353139,-0.055898,-0.781893,-0.085516,0.057300,0.555026,0.256087,0.006984,-0.599309,-0.035051,-0.047070,0.774941,0.017554,0.336165,3.247427,-3.969177,0.565093,1.027613,-6.714785,-0.616703,1.034745,-0.236140,-0.375281,-2.838152,1.445944
