time_sec,root_pos_x,root_pos_y,root_pos_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,base_lin_vel_x,base_lin_vel_y,base_lin_vel_z,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,FR_hip_joint,FR_thigh_joint,FR_calf_joint,FL_hip_joint,FL_thigh_joint,FL_calf_joint,RR_hip_joint,RR_thigh_joint,RR_calf_joint,RL_hip_joint,RL_thigh_joint,RL_calf_joint,FR_hip_joint_vel,FR_thigh_joint_vel,FR_calf_joint_vel,FL_hip_joint_vel,FL_thigh_joint_vel,FL_calf_joint_vel,RR_hip_joint_vel,RR_thigh_joint_vel,RR_calf_joint_vel,RL_hip_joint_vel,RL_thigh_joint_vel,RL_calf_joint_vel
0.002000,0.032146,0.032423,0.284535,0.963307,0.003509,-0.017717,-0.267793,-0.073907,0.002205,0.116899,0.285890,-0.404033,-0.098094,-0.025374,-0.819822,0.018410,0.073426,1.057567,-0.466291,0.054887,-0.966825,0.487603,-0.027642,0.762603,-0.104603,-0.056599,0.255341,-0.542416,-1.174705,-1.115569,0.206411,-1.124607,-1.778695,0.224480,0.247072,0.176587,0.143119
0.004000,0.032003,0.032432,0.284753,0.963270,0.003750,-0.018216,-0.267891,-0.071327,0.004596,0.108653,0.364886,-0.417263,-0.106557,-0.025626,-0.819419,0.017459,0.070576,1.055557,-0.467285,0.052681,-0.970491,0.489196,-0.026979,0.763055,-0.104429,-0.126084,0.201432,-0.475299,-1.424953,-1.005330,-0.497197,-1.103243,-1.832811,0.796650,0.331242,0.225951,0.086956
0.006000,0.031856,0.032434,0.284961,0.963225,0.003957,-0.018704,-0.268015,-0.073314,0.000979,0.104464,0.327465,-0.415882,-0.133908,-0.025735,-0.819029,0.016568,0.068140,1.053212,-0.466563,0.050611,-0.973794,0.488973,-0.026374,0.763584,-0.104351,-0.054659,0.194926,-0.445534,-1.218045,-1.172356,0.360878,-1.034660,-1.651480,-0.111569,0.302689,0.264921,0.039206
0.008000,0.031704,0.032425,0.285149,0.963178,0.004067,-0.019159,-0.268150,-0.076310,-0.004740,0.093813,0.225513,-0.410450,-0.142458,-0.025604,-0.818671,0.015750,0.065803,1.051251,-0.467810,0.048124,-0.977191,0.489864,-0.025991,0.764207,-0.104450,0.065797,0.179253,-0.409396,-1.168434,-0.980660,-0.623169,-1.243518,-1.698454,0.445258,0.191725,0.311283,-0.049425
0.010000,0.031547,0.032401,0.285313,0.963129,0.004080,-0.019586,-0.268294,-0.078537,-0.011743,0.081768,0.125070,-0.408898,-0.150420,-0.025233,-0.818359,0.015006,0.063721,1.049711,-0.470584,0.045277,-0.980887,0.491866,-0.025835,0.764943,-0.104742,0.185552,0.155739,-0.372014,-1.041005,-0.770138,-1.386978,-1.423764,-1.847879,1.001334,0.077992,0.367906,-0.146296
0.012000,0.031394,0.032377,0.285456,0.963076,0.004144,-0.020035,-0.268450,-0.076462,-0.012315,0.071562,0.179198,-0.417037,-0.163962,-0.024941,-0.818140,0.014393,0.061599,1.048504,-0.473607,0.042680,-0.984796,0.494602,-0.025571,0.765766,-0.105136,0.145815,0.109659,-0.306472,-1.061058,-0.603148,-1.511827,-1.298206,-1.954697,1.367871,0.131666,0.411517,-0.196647
0.014000,0.031243,0.032359,0.285600,0.963015,0.004344,-0.020513,-0.268629,-0.075198,-0.008694,0.071961,0.316994,-0.409119,-0.191049,-0.024879,-0.817946,0.013898,0.059644,1.046803,-0.473027,0.040900,-0.988228,0.494565,-0.025004,0.766514,-0.105387,0.030966,0.096994,-0.247395,-0.977357,-0.850413,0.290205,-0.890323,-1.716227,-0.018430,0.283863,0.374205,-0.125683
0.016000,0.031091,0.032345,0.285738,0.962952,0.004610,-0.020992,-0.268816,-0.076391,-0.006944,0.068996,0.381639,-0.390962,-0.200894,-0.024926,-0.817765,0.013514,0.057656,1.045039,-0.471862,0.039384,-0.991449,0.493849,-0.024310,0.767162,-0.105531,-0.023394,0.090785,-0.191972,-0.993737,-0.882258,0.582646,-0.757964,-1.610488,-0.358236,0.346713,0.324023,-0.072173
0.018000,0.030920,0.032330,0.285891,0.962883,0.004852,-0.021411,-0.269026,-0.085112,-0.007876,0.076470,0.341623,-0.341727,-0.223141,-0.024839,-0.817434,0.013132,0.056321,1.042324,-0.467216,0.038094,-0.993574,0.489152,-0.023690,0.767554,-0.105409,0.043197,0.165100,-0.190717,-0.667652,-1.357498,2.322910,-0.644811,-1.062484,-2.348167,0.310210,0.195694,0.061289
0.020000,0.030735,0.032312,0.286037,0.962820,0.005056,-0.021785,-0.269216,-0.092454,-0.008633,0.073263,0.293422,-0.306753,-0.202592,-0.024674,-0.817051,0.012790,0.054681,1.039695,-0.465603,0.036002,-0.995765,0.487019,-0.023225,0.767753,-0.105166,0.082591,0.191491,-0.171180,-0.819955,-1.314328,0.806545,-1.045812,-1.095594,-1.066700,0.232174,0.099805,0.121398
