time_sec,root_pos_x,root_pos_y,root_pos_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,base_lin_vel_x,base_lin_vel_y,base_lin_vel_z,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,FR_hip_joint,FR_thigh_joint,FR_calf_joint,FL_hip_joint,FL_thigh_joint,FL_calf_joint,RR_hip_joint,RR_thigh_joint,RR_calf_joint,RL_hip_joint,RL_thigh_joint,RL_calf_joint,FR_hip_joint_vel,FR_thigh_joint_vel,FR_calf_joint_vel,FL_hip_joint_vel,FL_thigh_joint_vel,FL_calf_joint_vel,RR_hip_joint_vel,RR_thigh_joint_vel,RR_calf_joint_vel,RL_hip_joint_vel,RL_thigh_joint_vel,RL_calf_joint_vel
0.002000,0.041577,-0.120161,0.288345,0.846821,0.008494,0.001284,0.531809,0.056856,-0.046549,0.056973,0.127057,-0.197034,0.427792,-0.061966,-0.841360,0.007216,-0.021731,0.986632,-0.418024,-0.013491,-0.968855,0.441212,-0.049802,0.731939,-0.026961,-0.263892,-0.024882,-0.451519,1.390783,4.139812,-6.578258,1.136185,-2.920093,6.232246,-0.418099,-0.438284,0.604491
0.004000,0.041688,-0.120260,0.288465,0.846590,0.008698,0.001173,0.532174,0.055068,-0.049448,0.060054,0.114782,-0.198797,0.433134,-0.062466,-0.841397,0.006299,-0.018866,0.994772,-0.431589,-0.011467,-0.974598,0.454274,-0.050654,0.731051,-0.025762,-0.249763,-0.018546,-0.458527,1.432802,4.069852,-6.782409,1.012308,-2.871315,6.531293,-0.425774,-0.443878,0.599358
0.006000,0.041785,-0.120363,0.288599,0.846370,0.008952,0.001099,0.532519,0.048916,-0.051575,0.067093,0.177237,-0.194546,0.410701,-0.063059,-0.841402,0.005416,-0.015716,1.002275,-0.442791,-0.008801,-0.979385,0.464617,-0.051313,0.730124,-0.024496,-0.296439,-0.002478,-0.441541,1.574940,3.751466,-5.601376,1.332905,-2.393358,5.171206,-0.329830,-0.463544,0.633455
0.008000,0.041867,-0.120463,0.288737,0.846145,0.009310,0.001078,0.532870,0.040803,-0.050248,0.068688,0.292814,-0.205362,0.416848,-0.063901,-0.841454,0.004581,-0.013073,1.009711,-0.455019,-0.006033,-0.984099,0.475589,-0.051716,0.729190,-0.023206,-0.421410,-0.026424,-0.417349,1.321522,3.718226,-6.113732,1.384040,-2.357088,5.486330,-0.201355,-0.466701,0.644738
0.010000,0.041943,-0.120570,0.288890,0.845937,0.009677,0.001065,0.533194,0.037725,-0.053543,0.076912,0.306076,-0.203326,0.385325,-0.064715,-0.841436,0.003722,-0.009871,1.016225,-0.463503,-0.002649,-0.987634,0.482890,-0.052024,0.728252,-0.021881,-0.406568,0.009321,-0.429395,1.600844,3.256760,-4.242185,1.691969,-1.767776,3.650363,-0.154007,-0.469215,0.662478
0.012000,0.042017,-0.120681,0.289043,0.845724,0.010032,0.001028,0.533525,0.037375,-0.055257,0.076239,0.281592,-0.217219,0.394473,-0.065478,-0.841421,0.002818,-0.006876,1.022678,-0.473394,0.000184,-0.991277,0.491954,-0.052388,0.727379,-0.020655,-0.381559,0.007357,-0.452121,1.497499,3.226665,-4.945641,1.416346,-1.821123,4.532030,-0.182039,-0.436608,0.613207
0.014000,0.042098,-0.120804,0.289211,0.845532,0.010301,0.000942,0.533825,0.040205,-0.061330,0.084140,0.183284,-0.213269,0.357950,-0.065964,-0.841282,0.001817,-0.002945,1.028043,-0.479045,0.003319,-0.993629,0.497081,-0.052893,0.726541,-0.019464,-0.242963,0.069396,-0.500654,1.965769,2.682535,-2.825068,1.567480,-1.176359,2.563268,-0.252472,-0.418787,0.595318
0.016000,0.042174,-0.120927,0.289374,0.845333,0.010592,0.000848,0.534135,0.037952,-0.061530,0.081333,0.197714,-0.231064,0.369156,-0.066490,-0.841177,0.000800,0.000477,1.033443,-0.486999,0.005946,-0.996159,0.504428,-0.053376,0.725779,-0.018379,-0.262967,0.052551,-0.508635,1.710930,2.700034,-3.977425,1.313470,-1.264959,3.673562,-0.241147,-0.380951,0.542663
0.018000,0.042242,-0.121055,0.289553,0.845155,0.010915,0.000778,0.534409,0.034240,-0.064317,0.089629,0.237619,-0.228759,0.327561,-0.067028,-0.840999,-0.000226,0.004477,1.037619,-0.490163,0.009441,-0.997230,0.506979,-0.053698,0.725008,-0.017233,-0.269191,0.089279,-0.513034,1.999777,2.087521,-1.581718,1.747405,-0.535451,1.275736,-0.161448,-0.385729,0.573079
0.020000,0.042300,-0.121180,0.289724,0.844970,0.011323,0.000738,0.534693,0.028861,-0.062562,0.085495,0.325723,-0.248472,0.340002,-0.067765,-0.840895,-0.001211,0.007675,1.041857,-0.495898,0.012608,-0.998527,0.511951,-0.053849,0.724293,-0.016152,-0.368541,0.051747,-0.492180,1.598839,2.119218,-2.867519,1.583646,-0.648528,2.485782,-0.075241,-0.357612,0.540389
0.022000,0.042357,-0.121314,0.289911,0.844806,0.011720,0.000703,0.534943,0.028401,-0.066967,0.093339,0.317860,-0.239142,0.299174,-0.068408,-0.840701,-0.002212,0.011638,1.044801,-0.496559,0.016430,-0.998392,0.512199,-0.053954,0.723546,-0.015000,-0.321741,0.097214,-0.500728,1.981835,1.472262,-0.330757,1.911070,0.067384,0.124023,-0.052439,-0.373313,0.575915
0.024000,0.042414,-0.121450,0.290086,0.844634,0.012110,0.000649,0.535207,0.028821,-0.067898,0.087549,0.302523,-0.250313,0.315638,-0.069032,-0.840551,-0.003205,0.015049,1.047880,-0.500198,0.019460,-0.998612,0.515431,-0.054122,0.722854,-0.013951,-0.311790,0.074888,-0.496277,1.705404,1.539230,-1.819063,1.515058,-0.109528,1.616112,-0.084116,-0.345862,0.524627
0.026000,0.042478,-0.121597,0.290275,0.844485,0.012436,0.000575,0.535434,0.031769,-0.073587,0.094728,0.237244,-0.235040,0.273209,-0.069436,-0.840290,-0.004230,0.019422,1.049658,-0.498592,0.022987,-0.997399,0.513625,-0.054370,0.722132,-0.012847,-0.202056,0.130625,-0.512632,2.186483,0.889205,0.802603,1.763244,0.606053,-0.903234,-0.123844,-0.361141,0.551694
0.028000,0.042538,-0.121743,0.290451,0.844327,0.012801,0.000508,0.535675,0.030133,-0.072782,0.087828,0.274154,-0.247920,0.289562,-0.069933,-0.840104,-0.005205,0.023038,1.051653,-0.500109,0.025903,-0.996594,0.514737,-0.054572,0.721459,-0.011825,-0.248294,0.092653,-0.487253,1.808073,0.997264,-0.758459,1.458249,0.402545,0.556424,-0.101272,-0.336568,0.511283
0.030000,0.042596,-0.121893,0.290637,0.844189,0.013191,0.000469,0.535883,0.028893,-0.075227,0.093185,0.310757,-0.239626,0.249788,-0.070431,-0.839870,-0.006143,0.027228,1.052482,-0.496778,0.029574,-0.994540,0.511213,-0.054646,0.720754,-0.010717,-0.249283,0.117235,-0.469441,2.094726,0.414456,1.665755,1.835411,1.027398,-1.762283,-0.036639,-0.352527,0.553647
0.032000,0.042649,-0.122040,0.290807,0.844041,0.013644,0.000451,0.536104,0.026688,-0.073305,0.084783,0.373571,-0.255167,0.266526,-0.071077,-0.839736,-0.007005,0.030565,1.053615,-0.496685,0.032713,-0.992992,0.510805,-0.054624,0.720108,-0.009696,-0.322900,0.066953,-0.430927,1.668593,0.566473,0.046513,1.569414,0.773878,-0.204007,0.010846,-0.322729,0.510915
