time_sec,root_pos_x,root_pos_y,root_pos_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,base_lin_vel_x,base_lin_vel_y,base_lin_vel_z,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,FR_hip_joint,FR_thigh_joint,FR_calf_joint,FL_hip_joint,FL_thigh_joint,FL_calf_joint,RR_hip_joint,RR_thigh_joint,RR_calf_joint,RL_hip_joint,RL_thigh_joint,RL_calf_joint,FR_hip_joint_vel,FR_thigh_joint_vel,FR_calf_joint_vel,FL_hip_joint_vel,FL_thigh_joint_vel,FL_calf_joint_vel,RR_hip_joint_vel,RR_thigh_joint_vel,RR_calf_joint_vel,RL_hip_joint_vel,RL_thigh_joint_vel,RL_calf_joint_vel
0.002000,0.017868,-1.364474,0.291319,0.999901,0.005558,-0.011125,0.006516,-0.003914,0.111492,0.014672,-0.320101,-0.144264,0.078243,-0.042370,-0.821660,-0.032470,-0.102732,0.999407,-0.239872,0.172543,-0.745589,0.106824,-0.050030,0.756747,-0.040675,-0.161816,0.274603,-0.661949,0.984411,4.912308,-8.834842,-0.159911,-3.901778,7.689919,-0.053689,0.222646,-0.317114
0.004000,0.017863,-1.364244,0.291355,0.999900,0.005307,-0.011301,0.006646,-0.002384,0.114840,0.018249,-0.250736,-0.174395,0.133710,-0.042916,-0.821171,-0.033887,-0.101245,1.010285,-0.261390,0.171713,-0.754986,0.127786,-0.050070,0.757161,-0.041254,-0.272944,0.244386,-0.708340,0.743378,5.439308,-10.758817,-0.415089,-4.698182,10.481066,-0.020117,0.207086,-0.289791
0.006000,0.017850,-1.363962,0.291433,0.999896,0.005493,-0.011491,0.006768,-0.006388,0.140725,0.039006,0.185564,-0.190269,0.120577,-0.044380,-0.820711,-0.035242,-0.100340,1.020564,-0.278971,0.172635,-0.763599,0.143773,-0.049121,0.757349,-0.041382,-0.731938,0.230037,-0.677431,0.452495,5.139473,-8.790739,0.460823,-4.306386,7.993634,0.474474,0.093861,-0.063552
0.008000,0.017839,-1.363653,0.291513,0.999890,0.005948,-0.011700,0.006943,-0.005475,0.154823,0.039738,0.456012,-0.210795,0.170789,-0.046476,-0.820430,-0.036458,-0.100503,1.031762,-0.300483,0.173639,-0.773577,0.164528,-0.047668,0.757438,-0.041349,-1.048214,0.140198,-0.608053,-0.081292,5.598754,-10.755758,0.502383,-4.989070,10.377299,0.726695,0.044916,0.016441
0.010000,0.017819,-1.363344,0.291622,0.999884,0.006383,-0.011892,0.007100,-0.010114,0.154632,0.054646,0.435862,-0.194873,0.152942,-0.048496,-0.820031,-0.037755,-0.099988,1.042469,-0.319401,0.174878,-0.782809,0.181319,-0.046205,0.757406,-0.041147,-1.009628,0.199600,-0.648599,0.257612,5.353514,-9.458879,0.619035,-4.615938,8.395582,0.731524,-0.016394,0.100859
0.012000,0.017795,-1.363092,0.291734,0.999881,0.006326,-0.012067,0.007273,-0.011885,0.125949,0.056103,-0.056313,-0.172985,0.174946,-0.049470,-0.819450,-0.039318,-0.097918,1.053477,-0.340410,0.174009,-0.792802,0.201262,-0.045827,0.757436,-0.041185,-0.486934,0.290476,-0.781371,1.034696,5.503856,-10.504854,-0.434073,-4.996819,9.971320,0.189029,0.015043,-0.018811
0.014000,0.017762,-1.362854,0.291870,0.999879,0.006145,-0.012224,0.007423,-0.016437,0.118922,0.067752,-0.180157,-0.155131,0.153305,-0.050132,-0.818729,-0.040989,-0.094747,1.063756,-0.358467,0.172917,-0.802139,0.218256,-0.045660,0.757410,-0.041169,-0.331467,0.360642,-0.835439,1.585601,5.139632,-9.028531,-0.545972,-4.668185,8.497169,0.083223,-0.012917,0.007745
0.016000,0.017725,-1.362622,0.292010,0.999877,0.005954,-0.012381,0.007588,-0.018479,0.115915,0.069992,-0.190751,-0.154594,0.168340,-0.050765,-0.818023,-0.042649,-0.091152,1.073731,-0.376603,0.171195,-0.812019,0.237724,-0.045539,0.757362,-0.041151,-0.316214,0.352972,-0.830463,1.797523,4.987395,-9.067644,-0.861252,-4.940012,9.734140,0.060802,-0.024205,0.009058
0.018000,0.017680,-1.362344,0.292165,0.999872,0.006172,-0.012537,0.007746,-0.022473,0.139230,0.077479,0.219331,-0.156079,0.156338,-0.052247,-0.817441,-0.044061,-0.088402,1.083207,-0.393693,0.170769,-0.821362,0.254943,-0.044498,0.757157,-0.040841,-0.741295,0.291109,-0.705941,1.375282,4.738100,-8.544962,-0.212749,-4.671708,8.609664,0.520562,-0.102404,0.154775
0.020000,0.017629,-1.362057,0.292326,0.999867,0.006505,-0.012687,0.007910,-0.025605,0.143303,0.080459,0.334086,-0.151580,0.161123,-0.053953,-0.816908,-0.045368,-0.085512,1.092053,-0.410138,0.170181,-0.830861,0.273391,-0.043218,0.756877,-0.040434,-0.852728,0.266299,-0.653086,1.444580,4.423078,-8.222806,-0.294038,-4.749357,9.223510,0.639708,-0.139787,0.203675
0.022000,0.017569,-1.361762,0.292497,0.999862,0.006894,-0.012818,0.008060,-0.029854,0.147450,0.085474,0.389619,-0.133790,0.145526,-0.055747,-0.816354,-0.046600,-0.082597,1.100495,-0.426514,0.169722,-0.839765,0.289947,-0.041776,0.756520,-0.039937,-0.897088,0.276882,-0.616038,1.457592,4.220925,-8.187776,-0.229438,-4.451966,8.278476,0.721167,-0.178348,0.248305
0.024000,0.017502,-1.361523,0.292677,0.999860,0.006809,-0.012921,0.008190,-0.033757,0.119384,0.090384,-0.084570,-0.101021,0.132009,-0.056482,-0.815559,-0.048088,-0.077560,1.107898,-0.440719,0.167396,-0.848412,0.306235,-0.041326,0.756212,-0.039634,-0.367463,0.397847,-0.744220,2.518592,3.701422,-7.102557,-1.163210,-4.323878,8.143584,0.225029,-0.154074,0.151761
0.026000,0.017430,-1.361281,0.292864,0.999858,0.006745,-0.013018,0.008312,-0.036045,0.121331,0.093199,-0.063148,-0.095924,0.122913,-0.057242,-0.814749,-0.049559,-0.072584,1.114978,-0.455127,0.164877,-0.856763,0.321901,-0.040802,0.755898,-0.039323,-0.379815,0.404854,-0.735569,2.487806,3.540237,-7.204238,-1.259426,-4.175105,7.833148,0.262107,-0.157025,0.155659
0.028000,0.017353,-1.361052,0.293062,0.999857,0.006598,-0.013111,0.008420,-0.038206,0.114069,0.099086,-0.146613,-0.090770,0.110640,-0.057776,-0.813865,-0.051111,-0.066575,1.120759,-0.465987,0.161634,-0.864918,0.337104,-0.040441,0.755589,-0.039018,-0.267330,0.442148,-0.775828,3.004852,2.890629,-5.429927,-1.621508,-4.077528,7.601541,0.180307,-0.154806,0.152441
0.030000,0.017276,-1.360777,0.293261,0.999853,0.006855,-0.013217,0.008533,-0.038917,0.137589,0.099754,0.257992,-0.107928,0.111108,-0.059172,-0.813156,-0.052429,-0.062159,1.126488,-0.478320,0.159280,-0.872965,0.352136,-0.039203,0.755220,-0.038537,-0.697910,0.354621,-0.659308,2.207963,2.864488,-6.166403,-1.177207,-4.023399,7.515749,0.619025,-0.184542,0.240360
0.032000,0.017193,-1.360515,0.293475,0.999849,0.007051,-0.013313,0.008625,-0.041343,0.131131,0.106785,0.196827,-0.097154,0.089930,-0.060376,-0.812367,-0.053802,-0.056580,1.130602,-0.485968,0.156378,-0.880548,0.365481,-0.038072,0.754824,-0.038012,-0.601978,0.394348,-0.686068,2.789609,2.056814,-3.823998,-1.451058,-3.791538,6.672861,0.565379,-0.197621,0.262589
0.034000,0.017108,-1.360239,0.293686,0.999845,0.007350,-0.013404,0.008717,-0.042688,0.138056,0.105310,0.298876,-0.092405,0.088461,-0.061794,-0.811632,-0.055067,-0.051766,1.134696,-0.495892,0.153382,-0.887955,0.378792,-0.036712,0.754406,-0.037455,-0.708779,0.367450,-0.632462,2.407013,2.047202,-4.961917,-1.497651,-3.703669,6.655140,0.680257,-0.209325,0.278439
0.036000,0.017015,-1.360018,0.293909,0.999845,0.007203,-0.013461,0.008773,-0.046066,0.110629,0.111821,-0.146875,-0.054941,0.058031,-0.062189,-0.810642,-0.056571,-0.044466,1.136949,-0.500818,0.148730,-0.894648,0.389558,-0.036265,0.754012,-0.037030,-0.197410,0.494936,-0.752374,3.649722,1.126124,-2.463172,-2.325927,-3.346453,5.383299,0.223450,-0.196970,0.212414
0.038000,0.016923,-1.359777,0.294124,0.999843,0.007219,-0.013521,0.008835,-0.046398,0.120320,0.107621,0.016737,-0.060657,0.062191,-0.062935,-0.809759,-0.057931,-0.038240,1.139260,-0.508567,0.144039,-0.901372,0.401410,-0.035471,0.753620,-0.036588,-0.373350,0.441706,-0.679906,3.113057,1.155791,-3.874274,-2.345504,-3.361961,5.925751,0.396662,-0.196025,0.220957
0.040000,0.016826,-1.359554,0.294352,0.999843,0.007155,-0.013573,0.008866,-0.048250,0.111748,0.113994,-0.064066,-0.050821,0.032116,-0.063435,-0.808786,-0.059352,-0.030512,1.139560,-0.510201,0.138839,-0.907448,0.410832,-0.034822,0.753224,-0.036121,-0.249798,0.486431,-0.710437,3.864168,0.149596,-0.817034,-2.600012,-3.038077,4.711396,0.324705,-0.197802,0.233585
0.042000,0.016731,-1.359286,0.294569,0.999839,0.007480,-0.013643,0.008908,-0.047483,0.133749,0.108321,0.324565,-0.072834,0.038371,-0.064771,-0.808031,-0.060504,-0.024694,1.140056,-0.515049,0.134321,-0.913607,0.421481,-0.033353,0.752817,-0.035553,-0.668227,0.377596,-0.576094,2.908996,0.248220,-2.424130,-2.259427,-3.079766,5.324490,0.734504,-0.203477,0.284270
0.044000,0.016632,-1.359043,0.294799,0.999837,0.007659,-0.013693,0.008913,-0.049695,0.121548,0.114748,0.178999,-0.051743,0.002931,-0.065715,-0.807152,-0.061727,-0.017136,1.138506,-0.513506,0.129228,-0.918907,0.428827,-0.032162,0.752385,-0.034954,-0.472086,0.439515,-0.611349,3.778974,-0.774854,0.771335,-2.546074,-2.649812,3.672974,0.595560,-0.215913,0.299016
0.046000,0.016533,-1.358786,0.295013,0.999834,0.007952,-0.013744,0.008925,-0.049481,0.128681,0.107394,0.292266,-0.052692,0.009040,-0.066911,-0.806377,-0.062799,-0.010753,1.137290,-0.515926,0.123957,-0.924223,0.437445,-0.030741,0.751965,-0.034377,-0.597876,0.387053,-0.535837,3.191205,-0.607925,-1.209872,-2.635772,-2.657847,4.308617,0.710483,-0.210225,0.288945
0.048000,0.016430,-1.358577,0.295239,0.999835,0.007868,-0.013766,0.008898,-0.051577,0.104424,0.112816,-0.083847,-0.021856,-0.026511,-0.067225,-0.805380,-0.064076,-0.002076,1.134196,-0.512516,0.117451,-0.928646,0.442619,-0.030088,0.751571,-0.033899,-0.157119,0.498791,-0.638507,4.338502,-1.546966,1.705106,-3.252829,-2.211660,2.587293,0.326541,-0.196861,0.238938
0.050000,0.016330,-1.358344,0.295448,0.999833,0.007992,-0.013806,0.008883,-0.049920,0.116137,0.104608,0.122890,-0.041012,-0.016430,-0.067995,-0.804536,-0.065193,0.005055,1.131555,-0.512972,0.111013,-0.933277,0.449814,-0.029017,0.751224,-0.033440,-0.384844,0.421951,-0.558701,3.565792,-1.320546,-0.228228,-3.219329,-2.315653,3.597292,0.535316,-0.173714,0.229355
0.052000,0.016230,-1.358126,0.295668,0.999832,0.008077,-0.013848,0.008834,-0.049965,0.109223,0.109763,0.083840,-0.042972,-0.049559,-0.068603,-0.803623,-0.066379,0.013411,1.127137,-0.506919,0.104431,-0.937196,0.454051,-0.028010,0.750903,-0.032959,-0.303859,0.456505,-0.592805,4.177681,-2.209116,3.026911,-3.290582,-1.959277,2.118652,0.503779,-0.160211,0.240724
0.054000,0.016134,-1.357875,0.295870,0.999829,0.008454,-0.013914,0.008798,-0.047684,0.125473,0.101260,0.375753,-0.069851,-0.040662,-0.069846,-0.802903,-0.067364,0.019942,1.123251,-0.504626,0.098297,-0.941312,0.460056,-0.026405,0.750628,-0.032463,-0.621518,0.360002,-0.492653,3.265663,-1.943307,1.146491,-3.067266,-2.058010,3.002388,0.802447,-0.137428,0.247590
0.056000,0.016039,-1.357647,0.296078,0.999826,0.008689,-0.013974,0.008730,-0.047742,0.113888,0.103743,0.234043,-0.062733,-0.070763,-0.070719,-0.802087,-0.068438,0.027712,1.118005,-0.497483,0.091803,-0.944722,0.463132,-0.025085,0.750393,-0.032009,-0.436408,0.408027,-0.537068,3.885156,-2.622774,3.571072,-3.247125,-1.704910,1.538173,0.660038,-0.117727,0.227368
0.058000,0.015947,-1.357413,0.296265,0.999824,0.008972,-0.014043,0.008670,-0.045891,0.116909,0.093800,0.281280,-0.072249,-0.063532,-0.071704,-0.801364,-0.069417,0.034447,1.113378,-0.494395,0.085094,-0.948266,0.467784,-0.023687,0.750232,-0.031657,-0.492852,0.361383,-0.489429,3.367247,-2.313304,1.544032,-3.354541,-1.771924,2.326162,0.698739,-0.080390,0.175743
0.060000,0.015857,-1.357212,0.296452,0.999823,0.009024,-0.014107,0.008580,-0.045048,0.100550,0.093164,0.050297,-0.065473,-0.089267,-0.072137,-0.800535,-0.070517,0.042541,1.107743,-0.487421,0.077778,-0.951289,0.470203,-0.022773,0.750159,-0.031437,-0.216224,0.414813,-0.550174,4.047028,-2.817854,3.486924,-3.657748,-1.511784,1.209056,0.456885,-0.036681,0.110070
