time_sec,root_pos_x,root_pos_y,root_pos_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,base_lin_vel_x,base_lin_vel_y,base_lin_vel_z,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,FR_hip_joint,FR_thigh_joint,FR_calf_joint,FL_hip_joint,FL_thigh_joint,FL_calf_joint,RR_hip_joint,RR_thigh_joint,RR_calf_joint,RL_hip_joint,RL_thigh_joint,RL_calf_joint,FR_hip_joint_vel,FR_thigh_joint_vel,FR_calf_joint_vel,FL_hip_joint_vel,FL_thigh_joint_vel,FL_calf_joint_vel,RR_hip_joint_vel,RR_thigh_joint_vel,RR_calf_joint_vel,RL_hip_joint_vel,RL_thigh_joint_vel,RL_calf_joint_vel
0.002000,-1.218079,-0.510715,0.297532,0.996541,0.043336,-0.011581,0.069954,-0.033652,-0.329301,-0.028214,0.363585,-0.339222,-0.096385,0.014014,-0.829533,0.051925,-0.027402,0.919671,-0.232401,0.141575,-0.823594,0.114638,-0.118075,0.672319,0.149788,0.687658,-0.156764,0.268048,-0.454078,-4.196803,7.978689,-0.175470,4.325260,-8.842385,-0.489735,-0.089844,0.389231
0.004000,-1.218146,-0.511357,0.297459,0.996521,0.043855,-0.011900,0.069868,-0.033823,-0.320923,-0.036390,0.494486,-0.358042,-0.076464,0.015076,-0.829957,0.052555,-0.028679,0.911825,-0.218660,0.141327,-0.815408,0.098281,-0.118814,0.672165,0.150540,0.530739,-0.211656,0.314740,-0.638282,-3.922781,6.870373,-0.123811,4.092650,-8.178287,-0.369323,-0.077168,0.375908
0.006000,-1.218212,-0.512009,0.297376,0.996502,0.044314,-0.012243,0.069790,-0.032728,-0.326126,-0.041359,0.433998,-0.377794,-0.066035,0.016262,-0.830374,0.053100,-0.029212,0.903870,-0.203719,0.140635,-0.807636,0.082860,-0.119723,0.672085,0.151191,0.593085,-0.208792,0.272920,-0.266558,-3.977700,7.470730,-0.346102,3.886040,-7.710423,-0.454582,-0.039994,0.325495
0.008000,-1.218278,-0.512648,0.297284,0.996476,0.044894,-0.012594,0.069726,-0.033341,-0.319062,-0.046242,0.553011,-0.393698,-0.053679,0.017174,-0.830866,0.053708,-0.029923,0.896309,-0.189888,0.140196,-0.800096,0.067573,-0.120405,0.672007,0.151855,0.456290,-0.245900,0.303975,-0.355653,-3.780551,6.915178,-0.219183,3.770200,-7.643797,-0.341185,-0.038597,0.332250
0.010000,-1.218338,-0.513289,0.297172,0.996447,0.045481,-0.012980,0.069689,-0.029703,-0.320976,-0.056069,0.558723,-0.427259,-0.025042,0.018055,-0.831452,0.054300,-0.030280,0.889070,-0.176665,0.139601,-0.794870,0.056864,-0.121158,0.672044,0.152380,0.440247,-0.292895,0.295889,-0.178525,-3.619197,6.611507,-0.297746,2.612730,-5.354126,-0.376029,0.018274,0.262253
0.012000,-1.218400,-0.513934,0.297055,0.996419,0.046035,-0.013349,0.069660,-0.031334,-0.322082,-0.058404,0.527641,-0.408514,-0.017289,0.018984,-0.832020,0.054933,-0.030334,0.882222,-0.164471,0.138909,-0.791229,0.049372,-0.121986,0.671986,0.152974,0.464568,-0.283873,0.316473,-0.026914,-3.424268,6.097344,-0.346176,1.820862,-3.746209,-0.414268,-0.029124,0.297363
0.014000,-1.218470,-0.514607,0.296935,0.996406,0.046277,-0.013675,0.069618,-0.034530,-0.336634,-0.059782,0.218704,-0.343148,-0.029810,0.020565,-0.832405,0.055539,-0.029299,0.875958,-0.154108,0.137563,-0.788521,0.044084,-0.123435,0.671779,0.153599,0.790373,-0.192886,0.303100,0.517335,-3.132035,5.181222,-0.672683,1.353808,-2.643990,-0.724324,-0.103516,0.312485
0.016000,-1.218561,-0.515288,0.296845,0.996405,0.046360,-0.013888,0.069535,-0.045980,-0.340751,-0.045471,0.066366,-0.222377,-0.072996,0.022481,-0.832506,0.056228,-0.027500,0.869768,-0.143100,0.135991,-0.786077,0.040069,-0.125069,0.671096,0.154680,0.958154,-0.050055,0.344397,0.899562,-3.094717,5.504194,-0.786083,1.221947,-2.007601,-0.817247,-0.341606,0.540168
0.018000,-1.218676,-0.515968,0.296777,0.996415,0.046304,-0.013971,0.069415,-0.057232,-0.339714,-0.033563,-0.063060,-0.083691,-0.116419,0.024660,-0.832354,0.057099,-0.025383,0.864367,-0.134493,0.134263,-0.783675,0.036919,-0.126816,0.669910,0.156222,1.089699,0.075667,0.435472,1.058614,-2.700496,4.303344,-0.863849,1.200959,-1.574818,-0.873231,-0.592855,0.771076
0.020000,-1.218821,-0.516610,0.296758,0.996421,0.046434,-0.013905,0.069245,-0.072579,-0.320905,-0.009722,0.130849,0.048609,-0.174790,0.026432,-0.831994,0.058240,-0.023636,0.859046,-0.124591,0.133113,-0.781164,0.034362,-0.127936,0.668090,0.158514,0.885706,0.180139,0.570330,0.873625,-2.660813,4.950921,-0.575167,1.255453,-1.278522,-0.560148,-0.909734,1.145895
0.022000,-1.218985,-0.517222,0.296764,0.996433,0.046562,-0.013714,0.069026,-0.081827,-0.305956,0.003130,0.137385,0.171149,-0.229794,0.028160,-0.831453,0.059603,-0.022390,0.855083,-0.118870,0.132159,-0.778504,0.032186,-0.128818,0.665896,0.161171,0.863937,0.270232,0.681861,0.622640,-1.981423,2.860788,-0.476936,1.330036,-1.088284,-0.440823,-1.096967,1.328901
0.024000,-1.219164,-0.517794,0.296811,0.996444,0.046832,-0.013446,0.068739,-0.089604,-0.286444,0.023483,0.282613,0.235882,-0.302357,0.029597,-0.830748,0.061041,-0.021449,0.851285,-0.111095,0.131717,-0.775776,0.030363,-0.129104,0.663661,0.163913,0.718417,0.352904,0.718692,0.470700,-1.899188,3.887602,-0.220927,1.363839,-0.911516,-0.143364,-1.117515,1.370646
